都道府県指定市コード,交通量調査単位区間番号,道路種別,路線番号,令和３年度調査交通量観測・非観測の別,個別調査観測値活用の別,１２・２４時間観測の別,交通量観測年月日,天候,上り・下りの別,車種区分,時間帯別自動車類交通量（台／時）／７時台,時間帯別自動車類交通量（台／時）／８時台,時間帯別自動車類交通量（台／時）／９時台,時間帯別自動車類交通量（台／時）／１０時台,時間帯別自動車類交通量（台／時）／１１時台,時間帯別自動車類交通量（台／時）／１２時台,時間帯別自動車類交通量（台／時）／１３時台,時間帯別自動車類交通量（台／時）／１４時台,時間帯別自動車類交通量（台／時）／１５時台,時間帯別自動車類交通量（台／時）／１６時台,時間帯別自動車類交通量（台／時）／１７時台,時間帯別自動車類交通量（台／時）／１８時台,時間帯別自動車類交通量（台／時）／１９時台,時間帯別自動車類交通量（台／時）／２０時台,時間帯別自動車類交通量（台／時）／２１時台,時間帯別自動車類交通量（台／時）／２２時台,時間帯別自動車類交通量（台／時）／２３時台,時間帯別自動車類交通量（台／時）／０時台,時間帯別自動車類交通量（台／時）／１時台,時間帯別自動車類交通量（台／時）／２時台,時間帯別自動車類交通量（台／時）／３時台,時間帯別自動車類交通量（台／時）／４時台,時間帯別自動車類交通量（台／時）／５時台,時間帯別自動車類交通量（台／時）／６時台,昼間１２時間自動車類交通量（台）,２４時間自動車類交通量（台）,交通調査基本区間番号,路線名,車線数,時間帯別自動車類交通量（台／時）／７時台_per_lane,時間帯別自動車類交通量（台／時）／８時台_per_lane,時間帯別自動車類交通量（台／時）／９時台_per_lane,時間帯別自動車類交通量（台／時）／１０時台_per_lane,時間帯別自動車類交通量（台／時）／１１時台_per_lane,時間帯別自動車類交通量（台／時）／１２時台_per_lane,時間帯別自動車類交通量（台／時）／１３時台_per_lane,時間帯別自動車類交通量（台／時）／１４時台_per_lane,時間帯別自動車類交通量（台／時）／１５時台_per_lane,時間帯別自動車類交通量（台／時）／１６時台_per_lane,時間帯別自動車類交通量（台／時）／１７時台_per_lane,時間帯別自動車類交通量（台／時）／１８時台_per_lane,時間帯別自動車類交通量（台／時）／１９時台_per_lane,時間帯別自動車類交通量（台／時）／２０時台_per_lane,時間帯別自動車類交通量（台／時）／２１時台_per_lane,時間帯別自動車類交通量（台／時）／２２時台_per_lane,時間帯別自動車類交通量（台／時）／２３時台_per_lane,時間帯別自動車類交通量（台／時）／０時台_per_lane,時間帯別自動車類交通量（台／時）／１時台_per_lane,時間帯別自動車類交通量（台／時）／２時台_per_lane,時間帯別自動車類交通量（台／時）／３時台_per_lane,時間帯別自動車類交通量（台／時）／４時台_per_lane,時間帯別自動車類交通量（台／時）／５時台_per_lane,時間帯別自動車類交通量（台／時）／６時台_per_lane,total_24h,weight_for_diversion,diversion_ratio,capacity,時間帯別自動車類交通量（台／時）／７時台_VC,時間帯別自動車類交通量（台／時）／７時台_ランク,時間帯別自動車類交通量（台／時）／８時台_VC,時間帯別自動車類交通量（台／時）／８時台_ランク,時間帯別自動車類交通量（台／時）／９時台_VC,時間帯別自動車類交通量（台／時）／９時台_ランク,時間帯別自動車類交通量（台／時）／１０時台_VC,時間帯別自動車類交通量（台／時）／１０時台_ランク,時間帯別自動車類交通量（台／時）／１１時台_VC,時間帯別自動車類交通量（台／時）／１１時台_ランク,時間帯別自動車類交通量（台／時）／１２時台_VC,時間帯別自動車類交通量（台／時）／１２時台_ランク,時間帯別自動車類交通量（台／時）／１３時台_VC,時間帯別自動車類交通量（台／時）／１３時台_ランク,時間帯別自動車類交通量（台／時）／１４時台_VC,時間帯別自動車類交通量（台／時）／１４時台_ランク,時間帯別自動車類交通量（台／時）／１５時台_VC,時間帯別自動車類交通量（台／時）／１５時台_ランク,時間帯別自動車類交通量（台／時）／１６時台_VC,時間帯別自動車類交通量（台／時）／１６時台_ランク,時間帯別自動車類交通量（台／時）／１７時台_VC,時間帯別自動車類交通量（台／時）／１７時台_ランク,時間帯別自動車類交通量（台／時）／１８時台_VC,時間帯別自動車類交通量（台／時）／１８時台_ランク,時間帯別自動車類交通量（台／時）／１９時台_VC,時間帯別自動車類交通量（台／時）／１９時台_ランク,時間帯別自動車類交通量（台／時）／２０時台_VC,時間帯別自動車類交通量（台／時）／２０時台_ランク,時間帯別自動車類交通量（台／時）／２１時台_VC,時間帯別自動車類交通量（台／時）／２１時台_ランク,時間帯別自動車類交通量（台／時）／２２時台_VC,時間帯別自動車類交通量（台／時）／２２時台_ランク,時間帯別自動車類交通量（台／時）／２３時台_VC,時間帯別自動車類交通量（台／時）／２３時台_ランク,時間帯別自動車類交通量（台／時）／０時台_VC,時間帯別自動車類交通量（台／時）／０時台_ランク,時間帯別自動車類交通量（台／時）／１時台_VC,時間帯別自動車類交通量（台／時）／１時台_ランク,時間帯別自動車類交通量（台／時）／２時台_VC,時間帯別自動車類交通量（台／時）／２時台_ランク,時間帯別自動車類交通量（台／時）／３時台_VC,時間帯別自動車類交通量（台／時）／３時台_ランク,時間帯別自動車類交通量（台／時）／４時台_VC,時間帯別自動車類交通量（台／時）／４時台_ランク,時間帯別自動車類交通量（台／時）／５時台_VC,時間帯別自動車類交通量（台／時）／５時台_ランク,時間帯別自動車類交通量（台／時）／６時台_VC,時間帯別自動車類交通量（台／時）／６時台_ランク
34000,61310,6,276,1,0,2,20211118,1,1,1,142,137,162,187,162,155,166,174,182,155,156,147,101,63,57,38,14,10,3,11,9,24,56,171,1925,2482,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,1925.0,0.00017112054175430112,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61310,6,276,1,0,2,20211118,1,1,2,32,53,103,91,92,58,81,68,59,77,37,14,26,22,23,20,16,21,23,21,15,30,43,58,765,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,765,765.0,6.800374776209888e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61310,6,276,1,0,2,20211118,1,2,1,183,150,167,238,255,224,251,250,322,345,442,369,304,183,126,56,28,22,10,12,11,18,58,154,3196,4178,,,,,,,,,,,,,,,,,,,,,,,,,,,,3196,3196.0,0.000284104546206102,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61310,6,276,1,0,2,20211118,1,2,2,87,113,153,127,116,95,104,100,79,56,25,41,31,35,37,26,21,26,26,36,52,60,96,79,1096,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096,1096.0,9.742759156504626e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61320,6,276,2,   ,   ,          ,   ,1,1,436,417,383,411,401,311,318,314,363,415,450,411,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,4630,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,4630,4630.0,0.0004115782380895658,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61320,6,276,2,   ,   ,          ,   ,1,2,53,62,97,69,54,52,60,72,80,49,37,33,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,718,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,718.0,6.382573972965621e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61320,6,276,2,   ,   ,          ,   ,2,1,414,361,356,409,497,413,440,413,476,506,592,568,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,5445,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,5445,5445.0,0.0004840266752478803,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61320,6,276,2,   ,   ,          ,   ,2,2,57,74,102,114,82,62,78,67,70,58,40,37,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,841,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,841,841.0,7.475967564434662e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61330,6,276,1,0,1,20211109,1,1,1,376,369,367,369,365,392,344,364,410,490,487,472,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,4805,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,4805,4805.0,0.00042713465097632045,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61330,6,276,1,0,1,20211109,1,1,2,74,88,144,166,149,150,172,143,152,72,59,58,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,1427,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427,1427.0,0.00012685143536799362,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61330,6,276,1,0,1,20211109,1,2,1,460,363,376,364,412,378,371,484,460,518,604,615,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,5405,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,5405,5405.0,0.00048047092373090783,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61330,6,276,1,0,1,20211109,1,2,2,81,143,164,154,143,144,148,146,102,97,63,46,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,1431,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431,1431.0,0.00012720701051969086,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61340,6,276,1,0,1,20211109,1,1,1,329,165,134,107,122,98,117,128,133,136,178,160,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,1807,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807,1807.0,0.00016063107477923229,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61340,6,276,1,0,1,20211109,1,1,2,10,17,13,22,13,11,18,20,17,10,3,5,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,159,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,159.0,1.4134112279965652e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61340,6,276,1,0,1,20211109,1,2,1,157,176,146,129,128,119,118,130,138,146,233,175,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,1795,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1795.0,0.00015956434932414053,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61340,6,276,1,0,1,20211109,1,2,2,13,27,27,21,29,15,18,20,15,13,5,5,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,208,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,208.0,1.8489907888256953e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61350,6,278,2,   ,   ,          ,   ,1,1,11,6,7,9,9,7,8,4,7,10,20,4,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,102,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,102.0,9.067166368279851e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61350,6,278,2,   ,   ,          ,   ,1,2,0,1,0,0,0,0,0,0,0,0,0,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,1,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,8.889378792431227e-08,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61350,6,278,2,   ,   ,          ,   ,2,1,14,9,10,7,7,6,11,7,7,9,8,10,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,105,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,105.0,9.333847732052789e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61350,6,278,2,   ,   ,          ,   ,2,2,0,1,0,0,0,1,0,0,0,0,1,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,3,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,2.666813637729368e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61360,6,279,1,0,1,20211109,1,1,1,311,262,194,191,158,126,146,136,163,195,170,98,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,2150,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,2150.0,0.0001911216440372714,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61360,6,279,1,0,1,20211109,1,1,2,7,15,14,23,23,10,8,16,11,9,4,3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,143,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,143.0,1.2711811673176656e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61360,6,279,1,0,1,20211109,1,2,1,130,152,144,170,186,151,149,144,178,227,270,254,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,2155,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155,2155.0,0.00019156611297689295,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61360,6,279,1,0,1,20211109,1,2,2,15,22,12,30,24,16,20,20,11,12,6,26,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,214,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,214.0,1.9023270615802825e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61370,6,279,2,   ,   ,          ,   ,1,1,266,61,38,32,37,18,32,45,43,46,72,49,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,739,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,739.0,6.569250927606677e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61370,6,279,2,   ,   ,          ,   ,1,2,2,2,5,1,1,1,1,3,3,1,1,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,22,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22.0,1.95566333433487e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61370,6,279,2,   ,   ,          ,   ,2,1,56,34,47,32,41,18,27,44,37,43,59,50,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,488,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,488.0,4.338016850706439e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61370,6,279,2,   ,   ,          ,   ,2,2,5,1,1,2,2,2,1,1,1,2,1,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,19,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19.0,1.6889819705619332e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61380,6,281,2,   ,   ,          ,   ,1,1,46,51,47,30,34,30,25,34,38,45,55,56,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,491,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,491.0,4.364684987083733e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61380,6,281,2,   ,   ,          ,   ,1,2,2,7,7,7,3,3,0,7,3,6,2,2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,49,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,49.0,4.3557956082913014e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61380,6,281,2,   ,   ,          ,   ,2,1,78,45,34,33,31,24,24,27,32,30,47,34,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,439,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,439.0,3.902437289877309e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61380,6,281,2,   ,   ,          ,   ,2,2,3,5,2,5,8,2,7,4,3,2,2,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,43,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43.0,3.822432880745428e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61390,6,283,2,   ,   ,          ,   ,1,1,74,65,61,46,38,40,43,32,54,43,45,22,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,563,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,563.0,5.004720260138781e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61390,6,283,2,   ,   ,          ,   ,1,2,3,3,6,4,4,3,3,1,1,3,1,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,33,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,33.0,2.933495001502305e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61390,6,283,2,   ,   ,          ,   ,2,1,48,36,43,53,49,37,45,57,45,54,48,45,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,560,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,560.0,4.978052123761487e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61390,6,283,2,   ,   ,          ,   ,2,2,6,3,4,2,4,2,3,0,4,3,1,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,32,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32.0,2.8446012135779927e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61400,6,285,1,0,1,20211116,1,1,1,5,6,7,12,8,8,8,16,8,14,16,4,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,112,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,112.0,9.956104247522975e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61400,6,285,1,0,1,20211116,1,1,2,2,0,1,0,0,0,1,1,1,0,2,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,9,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9.0,8.000440913188104e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61400,6,285,1,0,1,20211116,1,2,1,14,7,10,8,9,7,7,13,11,4,10,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,100,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.0,8.889378792431228e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61400,6,285,1,0,1,20211116,1,2,2,2,0,1,0,0,0,1,1,1,0,1,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,8,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8.0,7.111503033944982e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61410,6,286,2,   ,   ,          ,   ,1,1,6,1,5,6,13,8,6,11,6,13,16,6,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,97,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97.0,8.62269742865829e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61410,6,286,2,   ,   ,          ,   ,1,2,0,1,0,0,0,0,1,2,2,2,0,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,8,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8.0,7.111503033944982e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61410,6,286,2,   ,   ,          ,   ,2,1,17,7,12,6,6,4,13,8,3,2,4,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,83,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,83.0,7.378184397717919e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61410,6,286,2,   ,   ,          ,   ,2,2,0,1,0,0,0,0,2,1,2,2,0,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,8,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8.0,7.111503033944982e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61420,6,287,2,   ,   ,          ,   ,1,1,16,34,30,26,33,37,26,23,29,30,26,27,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,337,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,337.0,2.9957206530493236e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61420,6,287,2,   ,   ,          ,   ,1,2,4,1,4,0,3,1,2,4,2,8,1,3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,33,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,33.0,2.933495001502305e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61420,6,287,2,   ,   ,          ,   ,2,1,43,35,38,15,25,24,23,29,31,23,27,18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,331,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,331.0,2.942384380294736e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,61420,6,287,2,   ,   ,          ,   ,2,2,3,6,3,2,2,3,3,2,0,4,2,2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,32,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32.0,2.8446012135779927e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
