都道府県指定市コード,交通量調査単位区間番号,道路種別,路線番号,令和３年度調査交通量観測・非観測の別,個別調査観測値活用の別,１２・２４時間観測の別,交通量観測年月日,天候,上り・下りの別,車種区分,時間帯別自動車類交通量（台／時）／７時台,時間帯別自動車類交通量（台／時）／８時台,時間帯別自動車類交通量（台／時）／９時台,時間帯別自動車類交通量（台／時）／１０時台,時間帯別自動車類交通量（台／時）／１１時台,時間帯別自動車類交通量（台／時）／１２時台,時間帯別自動車類交通量（台／時）／１３時台,時間帯別自動車類交通量（台／時）／１４時台,時間帯別自動車類交通量（台／時）／１５時台,時間帯別自動車類交通量（台／時）／１６時台,時間帯別自動車類交通量（台／時）／１７時台,時間帯別自動車類交通量（台／時）／１８時台,時間帯別自動車類交通量（台／時）／１９時台,時間帯別自動車類交通量（台／時）／２０時台,時間帯別自動車類交通量（台／時）／２１時台,時間帯別自動車類交通量（台／時）／２２時台,時間帯別自動車類交通量（台／時）／２３時台,時間帯別自動車類交通量（台／時）／０時台,時間帯別自動車類交通量（台／時）／１時台,時間帯別自動車類交通量（台／時）／２時台,時間帯別自動車類交通量（台／時）／３時台,時間帯別自動車類交通量（台／時）／４時台,時間帯別自動車類交通量（台／時）／５時台,時間帯別自動車類交通量（台／時）／６時台,昼間１２時間自動車類交通量（台）,２４時間自動車類交通量（台）,交通調査基本区間番号,路線名,車線数,時間帯別自動車類交通量（台／時）／７時台_per_lane,時間帯別自動車類交通量（台／時）／８時台_per_lane,時間帯別自動車類交通量（台／時）／９時台_per_lane,時間帯別自動車類交通量（台／時）／１０時台_per_lane,時間帯別自動車類交通量（台／時）／１１時台_per_lane,時間帯別自動車類交通量（台／時）／１２時台_per_lane,時間帯別自動車類交通量（台／時）／１３時台_per_lane,時間帯別自動車類交通量（台／時）／１４時台_per_lane,時間帯別自動車類交通量（台／時）／１５時台_per_lane,時間帯別自動車類交通量（台／時）／１６時台_per_lane,時間帯別自動車類交通量（台／時）／１７時台_per_lane,時間帯別自動車類交通量（台／時）／１８時台_per_lane,時間帯別自動車類交通量（台／時）／１９時台_per_lane,時間帯別自動車類交通量（台／時）／２０時台_per_lane,時間帯別自動車類交通量（台／時）／２１時台_per_lane,時間帯別自動車類交通量（台／時）／２２時台_per_lane,時間帯別自動車類交通量（台／時）／２３時台_per_lane,時間帯別自動車類交通量（台／時）／０時台_per_lane,時間帯別自動車類交通量（台／時）／１時台_per_lane,時間帯別自動車類交通量（台／時）／２時台_per_lane,時間帯別自動車類交通量（台／時）／３時台_per_lane,時間帯別自動車類交通量（台／時）／４時台_per_lane,時間帯別自動車類交通量（台／時）／５時台_per_lane,時間帯別自動車類交通量（台／時）／６時台_per_lane,total_24h,weight_for_diversion,diversion_ratio,capacity,時間帯別自動車類交通量（台／時）／７時台_VC,時間帯別自動車類交通量（台／時）／７時台_ランク,時間帯別自動車類交通量（台／時）／８時台_VC,時間帯別自動車類交通量（台／時）／８時台_ランク,時間帯別自動車類交通量（台／時）／９時台_VC,時間帯別自動車類交通量（台／時）／９時台_ランク,時間帯別自動車類交通量（台／時）／１０時台_VC,時間帯別自動車類交通量（台／時）／１０時台_ランク,時間帯別自動車類交通量（台／時）／１１時台_VC,時間帯別自動車類交通量（台／時）／１１時台_ランク,時間帯別自動車類交通量（台／時）／１２時台_VC,時間帯別自動車類交通量（台／時）／１２時台_ランク,時間帯別自動車類交通量（台／時）／１３時台_VC,時間帯別自動車類交通量（台／時）／１３時台_ランク,時間帯別自動車類交通量（台／時）／１４時台_VC,時間帯別自動車類交通量（台／時）／１４時台_ランク,時間帯別自動車類交通量（台／時）／１５時台_VC,時間帯別自動車類交通量（台／時）／１５時台_ランク,時間帯別自動車類交通量（台／時）／１６時台_VC,時間帯別自動車類交通量（台／時）／１６時台_ランク,時間帯別自動車類交通量（台／時）／１７時台_VC,時間帯別自動車類交通量（台／時）／１７時台_ランク,時間帯別自動車類交通量（台／時）／１８時台_VC,時間帯別自動車類交通量（台／時）／１８時台_ランク,時間帯別自動車類交通量（台／時）／１９時台_VC,時間帯別自動車類交通量（台／時）／１９時台_ランク,時間帯別自動車類交通量（台／時）／２０時台_VC,時間帯別自動車類交通量（台／時）／２０時台_ランク,時間帯別自動車類交通量（台／時）／２１時台_VC,時間帯別自動車類交通量（台／時）／２１時台_ランク,時間帯別自動車類交通量（台／時）／２２時台_VC,時間帯別自動車類交通量（台／時）／２２時台_ランク,時間帯別自動車類交通量（台／時）／２３時台_VC,時間帯別自動車類交通量（台／時）／２３時台_ランク,時間帯別自動車類交通量（台／時）／０時台_VC,時間帯別自動車類交通量（台／時）／０時台_ランク,時間帯別自動車類交通量（台／時）／１時台_VC,時間帯別自動車類交通量（台／時）／１時台_ランク,時間帯別自動車類交通量（台／時）／２時台_VC,時間帯別自動車類交通量（台／時）／２時台_ランク,時間帯別自動車類交通量（台／時）／３時台_VC,時間帯別自動車類交通量（台／時）／３時台_ランク,時間帯別自動車類交通量（台／時）／４時台_VC,時間帯別自動車類交通量（台／時）／４時台_ランク,時間帯別自動車類交通量（台／時）／５時台_VC,時間帯別自動車類交通量（台／時）／５時台_ランク,時間帯別自動車類交通量（台／時）／６時台_VC,時間帯別自動車類交通量（台／時）／６時台_ランク
34000,5010,2,2,1,0,2,20211000,1,1,1,455,811,732,687,609,571,504,468,464,473,522,646,480,278,143,107,55,24,18,12,12,13,17,81,6942,8182,,,,,,,,,,,,,,,,,,,,,,,,,,,,6942,6942.0,0.0006171006757705758,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,5010,2,2,1,0,2,20211000,1,1,2,83,137,147,172,152,145,94,113,106,108,100,94,75,61,55,41,39,19,29,22,26,31,29,48,1451,1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451,1451.0,0.0001289848862781771,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,5010,2,2,1,0,2,20211000,1,2,1,219,858,755,479,401,422,406,417,497,639,763,822,680,436,208,119,62,33,16,11,11,10,13,42,6678,8319,,,,,,,,,,,,,,,,,,,,,,,,,,,,6678,6678.0,0.0005936327157585573,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,5010,2,2,1,0,2,20211000,1,2,2,103,152,160,129,127,90,84,105,110,91,94,81,57,50,38,37,32,28,56,47,46,40,36,57,1326,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326,1326.0,0.00011787316278763808,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,5020,2,2,1,0,2,20211000,1,1,1,484,874,809,747,667,629,555,539,536,537,615,803,625,350,183,130,64,31,25,14,15,16,21,93,7795,9362,,,,,,,,,,,,,,,,,,,,,,,,,,,,7795,7795.0,0.0006929270768700141,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,5020,2,2,1,0,2,20211000,1,1,2,64,102,114,152,134,121,78,93,85,94,77,65,56,51,50,34,35,17,25,21,25,29,28,46,1179,1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179,1179.0,0.00010480577596276417,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,5020,2,2,1,0,2,20211000,1,2,1,249,949,796,498,418,413,419,416,498,618,729,796,652,413,209,115,60,33,18,10,11,9,16,51,6799,8396,,,,,,,,,,,,,,,,,,,,,,,,,,,,6799,6799.0,0.0006043888640973992,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,5020,2,2,1,0,2,20211000,1,2,2,102,131,139,122,125,84,83,94,100,80,80,72,48,46,35,38,32,28,55,46,46,39,36,55,1212,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,1212.0,0.00010773927096426648,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,5030,2,2,1,0,2,20211000,1,1,1,396,693,598,540,477,461,406,395,411,404,483,670,515,283,138,89,43,22,21,10,14,13,19,81,5934,7182,,,,,,,,,,,,,,,,,,,,,,,,,,,,5934,5934.0,0.000527495737542869,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,5030,2,2,1,0,2,20211000,1,1,2,53,84,100,128,115,104,72,76,72,79,66,63,53,46,48,29,30,16,20,20,24,26,23,42,1012,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,1012.0,8.996051337940402e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,5030,2,2,1,0,2,20211000,1,2,1,252,887,709,421,343,343,346,355,402,507,588,663,542,340,170,94,51,29,15,10,10,9,15,54,5816,7155,,,,,,,,,,,,,,,,,,,,,,,,,,,,5816,5816.0,0.0005170062705678001,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,5030,2,2,1,0,2,20211000,1,2,2,96,129,138,112,109,75,77,87,94,67,76,71,48,43,32,36,29,27,51,43,44,38,36,52,1131,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,1131.0,0.00010053887414239718,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10010,3,2,2,   ,   ,          ,   ,1,1,1025,845,611,619,633,658,672,689,766,815,1004,1121,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,9458,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,9458,9458.0,0.0008407574461881455,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10010,3,2,2,   ,   ,          ,   ,1,2,124,169,235,235,223,210,205,215,193,176,132,105,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,2222,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2222,2222.0,0.00019752199676782188,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10010,3,2,2,   ,   ,          ,   ,2,1,1475,1287,888,794,753,715,701,691,711,813,966,942,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,10736,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,10736,10736.0,0.0009543637071554165,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10010,3,2,2,   ,   ,          ,   ,2,2,133,140,170,184,187,170,179,186,205,210,160,138,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,2062,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062,2062.0,0.0001832989906999319,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10020,3,2,1,0,2,20211027,2,1,1,970,800,561,582,609,640,677,693,783,807,1147,1058,872,562,416,278,172,107,74,61,49,64,211,545,9327,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,9327,9327.0,0.0008291123599700606,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10020,3,2,1,0,2,20211027,2,1,2,173,178,274,268,206,238,258,264,218,200,126,117,130,140,121,108,72,70,77,70,89,97,149,180,2520,3823,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520,2520.0,0.00022401234556926694,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10020,3,2,1,0,2,20211027,2,2,1,1372,1222,838,765,701,705,670,611,695,788,949,897,607,371,290,179,134,97,56,36,56,88,211,777,10213,13115,,,,,,,,,,,,,,,,,,,,,,,,,,,,10213,10213.0,0.0009078722560710012,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10020,3,2,1,0,2,20211027,2,2,2,162,182,218,220,228,219,197,252,256,216,156,112,120,113,117,90,130,103,101,99,120,148,201,237,2418,3997,,,,,,,,,,,,,,,,,,,,,,,,,,,,2418,2418.0,0.00021494517920098708,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10030,3,2,2,   ,   ,          ,   ,1,1,956,1000,791,817,833,943,959,979,912,884,1025,860,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,10959,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,10959,10959.0,0.0009741870218625382,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10030,3,2,2,   ,   ,          ,   ,1,2,99,140,149,231,207,192,184,185,153,144,131,119,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,1934,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934,1934.0,0.00017192058584561995,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10030,3,2,2,   ,   ,          ,   ,2,1,927,957,886,1005,1004,1048,1035,1068,973,1035,1024,967,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,11929,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,11929,11929.0,0.0010604139961491212,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10030,3,2,2,   ,   ,          ,   ,2,2,112,124,151,182,193,158,173,160,161,163,89,95,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,1761,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,1761.0,0.00015654196053471392,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10040,3,2,2,   ,   ,          ,   ,1,1,1253,1263,1278,1166,1284,1247,1238,1299,1267,1294,1456,1404,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,15449,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,15449,15449.0,0.0013733201296427004,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10040,3,2,2,   ,   ,          ,   ,1,2,85,137,230,214,252,213,198,220,208,179,118,97,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,2151,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151,2151.0,0.0001912105378251957,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10040,3,2,2,   ,   ,          ,   ,2,1,1196,1309,1268,1094,1113,1105,1239,1253,1275,1222,1444,1360,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,14878,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,14878,14878.0,0.001322561776737918,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10040,3,2,2,   ,   ,          ,   ,2,2,103,163,228,194,194,177,186,190,210,153,117,109,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,2024,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,2024.0,0.00017992102675880805,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10050,3,2,1,0,2,20211013,2,1,1,1236,1402,1374,1268,1185,1148,1120,1215,1214,1317,1336,1321,1047,660,422,315,183,101,82,79,60,87,317,843,15136,19332,,,,,,,,,,,,,,,,,,,,,,,,,,,,15136,15136.0,0.0013454963740223906,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10050,3,2,1,0,2,20211013,2,1,2,374,211,293,321,313,287,290,281,263,262,149,147,137,121,129,99,80,104,57,79,82,100,126,145,3191,4450,,,,,,,,,,,,,,,,,,,,,,,,,,,,3191,3191.0,0.00028366007726648046,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10050,3,2,1,0,2,20211013,2,2,1,1085,1114,1043,1012,1110,1082,1105,1178,1153,1292,1315,1151,1139,732,549,415,228,185,127,85,75,83,215,722,13640,18195,,,,,,,,,,,,,,,,,,,,,,,,,,,,13640,13640.0,0.0012125112672876194,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10050,3,2,1,0,2,20211013,2,2,2,483,232,251,277,266,208,218,223,197,185,131,79,121,97,141,139,105,106,98,106,124,144,144,182,2750,4257,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2750.0,0.00024445791679185875,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10060,3,2,2,   ,   ,          ,   ,1,1,1460,1076,998,1099,1127,1033,1110,1233,1263,1224,1387,1438,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,14448,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,14448,14448.0,0.0012843374479304637,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10060,3,2,2,   ,   ,          ,   ,1,2,115,132,259,255,266,225,277,261,217,211,149,143,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,2510,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510,2510.0,0.00022312340769002381,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10060,3,2,2,   ,   ,          ,   ,2,1,1265,1094,1076,982,989,1061,1049,1084,1063,1067,1165,1093,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,12988,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,12988,12988.0,0.0011545525175609677,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10060,3,2,2,   ,   ,          ,   ,2,2,133,148,178,264,260,192,203,196,188,187,111,83,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,2143,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143,2143.0,0.0001904993875218012,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10070,3,2,1,0,2,20211021,1,1,1,1108,855,746,680,674,698,639,726,760,818,1073,1075,803,532,326,225,84,55,41,41,52,65,215,783,9852,13074,,,,,,,,,,,,,,,,,,,,,,,,,,,,9852,9852.0,0.0008757815986303245,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10070,3,2,1,0,2,20211021,1,1,2,116,126,225,229,272,218,230,242,144,169,114,86,81,146,130,140,80,82,79,75,77,90,111,125,2171,3387,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171,2171.0,0.00019298841358368195,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10070,3,2,1,0,2,20211021,1,2,1,1239,974,786,793,682,681,698,797,780,815,1046,1038,780,448,280,142,137,74,54,50,50,53,169,809,10329,13375,,,,,,,,,,,,,,,,,,,,,,,,,,,,10329,10329.0,0.0009181839354702215,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10070,3,2,1,0,2,20211021,1,2,2,124,188,255,213,201,189,213,214,199,192,112,86,87,87,114,93,147,104,108,128,115,153,185,173,2186,3680,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186,2186.0,0.00019432182040254664,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10080,3,2,1,0,2,20211021,2,1,1,1046,928,784,764,714,729,757,726,839,995,1371,1206,885,548,353,250,117,88,74,45,60,78,235,836,10859,14428,,,,,,,,,,,,,,,,,,,,,,,,,,,,10859,10859.0,0.000965297643070107,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10080,3,2,1,0,2,20211021,2,1,2,122,163,269,281,305,231,243,248,264,241,180,126,120,103,112,113,83,80,77,97,92,114,134,161,2673,3959,,,,,,,,,,,,,,,,,,,,,,,,,,,,2673,2673.0,0.0002376130951216867,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10080,3,2,1,0,2,20211021,2,2,1,1742,1253,1032,887,734,772,837,826,778,919,1145,1124,1006,623,421,333,199,104,64,69,57,94,226,941,12049,16186,,,,,,,,,,,,,,,,,,,,,,,,,,,,12049,12049.0,0.0010710812507000386,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10080,3,2,1,0,2,20211021,2,2,2,158,195,261,209,218,195,228,175,198,178,113,79,109,110,132,140,120,110,107,108,138,143,158,189,2207,3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,2207,2207.0,0.0001961885899489572,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10090,3,2,1,0,2,20211021,2,1,1,1523,1228,1055,1088,954,985,1055,1006,1193,1304,1896,1551,1119,649,426,289,149,115,94,55,63,100,274,1085,14838,19256,,,,,,,,,,,,,,,,,,,,,,,,,,,,14838,14838.0,0.0013190060252209455,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10090,3,2,1,0,2,20211021,2,1,2,178,270,384,429,412,334,331,392,349,309,245,184,185,140,173,147,138,122,104,126,134,149,187,236,3817,5658,,,,,,,,,,,,,,,,,,,,,,,,,,,,3817,3817.0,0.00033930758850709994,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10090,3,2,1,0,2,20211021,2,2,1,2266,1684,1206,1156,1014,1054,1078,1086,1061,1187,1463,1470,1278,749,509,387,232,116,69,66,68,111,273,1066,15725,20649,,,,,,,,,,,,,,,,,,,,,,,,,,,,15725,15725.0,0.0013978548151098104,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10090,3,2,1,0,2,20211021,2,2,2,243,231,302,282,253,239,244,239,263,221,181,152,153,146,155,143,116,138,114,125,131,161,190,219,2850,4641,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2850.0,0.00025334729558428997,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,10100,3,2,2,   ,   ,          ,   ,1,1,1505,1268,1196,1134,1067,1028,1037,1105,1172,1314,1722,1464,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,15012,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,15012,15012.0,0.0013344735443197758,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
